,labels,samples_per_cluster,silhouette_score
cluster_26,"[20 17 14 14 14 11 14  3 25  0  0  2  1  1  0  1  1  9 20  9 20 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2 20 20 20 20 20  5 11 11  5 20  2
 20  5  5 20 14  5 24 24 14 20 20 20 20 20 21 12  3 20 19  5  2  2 22 22
 23 10 19  2  8 10 11 11 11 11 11 20 20 10 20 20 20 20 20 20 20 20 20 20
 20 20 20  7 15 15 20 20  9  4  4 20 20 20 20  6  6 20 16 20 20 20 20 20
  9  6  4  4  4 20 20 20  4  4 20 20 20 20  9 20 20 20 20  6 20 20 20 13
 20 20 20 20  9  7 20 20  9 20  6 20 20  6 20 20 20 20 20 20  4  4  4  4
 20 20 20 20 20 20 20 20 20 20 20 20  6 20 20 20 20 20 20 20 20 20]","{20: 94, 2: 15, 11: 13, 4: 11, 6: 7, 9: 7, 5: 6, 14: 6, 1: 4, 10: 3, 0: 3, 7: 2, 24: 2, 19: 2, 3: 2, 15: 2, 22: 2, 23: 1, 21: 1, 13: 1, 18: 1, 17: 1, 16: 1, 12: 1, 8: 1, 25: 1}",0.5926787128435583
cluster_27,"[20 17 14 14 14 11 14  1 25  7  7  2  0  0 26  0  0  9 20  9 20 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2 20 20 20 20 20  5 11 11  5 20  2
 20  5  5 20 14  5 24 24 14 20 20 20 20 20 21 12  1 20 19  5  2  2 22 22
 23 10 19  2  8 10 11 11 11 11 11 20 20 10 20 20 20 20 20 20 20 20 20 20
 20 20 20  3 15 15 20 20  9  4  4 20 20 20 20  6  6 20 16 20 20 20 20 20
  9  6  4  4  4 20 20 20  4  4 20 20 20 20  9 20 20 20 20  6 20 20 20 13
 20 20 20 20  9  3 20 20  9 20  6 20 20  6 20 20 20 20 20 20  4  4  4  4
 20 20 20 20 20 20 20 20 20 20 20 20  6 20 20 20 20 20 20 20 20 20]","{20: 94, 2: 15, 11: 13, 4: 11, 9: 7, 6: 7, 14: 6, 5: 6, 0: 4, 10: 3, 7: 2, 24: 2, 1: 2, 3: 2, 15: 2, 22: 2, 19: 2, 25: 1, 23: 1, 21: 1, 13: 1, 18: 1, 17: 1, 16: 1, 12: 1, 8: 1, 26: 1}",0.5923509888757832
cluster_28,"[ 9 17 14 14 14 11 14  0 25  7  7  2 13 20 26 20 13  4  9  4  9 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2  9  9  9  9  9  5 11 11  5  9  2
  9  5  5  9 14  5 24 24 14  9  9  9  9  9 21 12  0  9 19  5  2  2 22 22
 23 10 19  2  8 10 11 11 11 11 11  9  9 10  9  9  9  9  9  9  9  9  9  9
  9  9  9  3 15 15  9  9  4  1  1  9  9  9  9  6  6  9 16  9  9  9  9  9
  4  6  1  1  1  9  9  9  1  1  9  9  9  9  4  9  9  9  9  6  9  9  9 27
  9  9  9  9  4  3  9  9  4  9  6  9  9  6  9  9  9  9  9  9  1  1  1  1
  9  9  9  9  9  9  9  9  9  9  9  9  6  9  9  9  9  9  9  9  9  9]","{9: 94, 2: 15, 11: 13, 1: 11, 4: 7, 6: 7, 14: 6, 5: 6, 10: 3, 24: 2, 22: 2, 20: 2, 19: 2, 15: 2, 0: 2, 13: 2, 7: 2, 3: 2, 16: 1, 17: 1, 18: 1, 12: 1, 8: 1, 21: 1, 23: 1, 25: 1, 26: 1, 27: 1}",0.5932157717011449
cluster_29,"[ 9 17 14 14 14 11 14 28 25  3  3  2 13 20 26 20 13  4  9  4  9 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2  9  9  9  9  9  5 11 11  5  9  2
  9  5  5  9 14  5 24 24 14  9  9  9  9  9 21 12 15  9 19  5  2  2 22 22
 23 10 19  2  8 10 11 11 11 11 11  9  9 10  9  9  9  9  9  9  9  9  9  9
  9  9  9  1  7  7  9  9  4  0  0  9  9  9  9  6  6  9 16  9  9  9  9  9
  4  6  0  0  0  9  9  9  0  0  9  9  9  9  4  9  9  9  9  6  9  9  9 27
  9  9  9  9  4  1  9  9  4  9  6  9  9  6  9  9  9  9  9  9  0  0  0  0
  9  9  9  9  9  9  9  9  9  9  9  9  6  9  9  9  9  9  9  9  9  9]","{9: 94, 2: 15, 11: 13, 0: 11, 6: 7, 4: 7, 14: 6, 5: 6, 10: 3, 7: 2, 22: 2, 3: 2, 13: 2, 1: 2, 24: 2, 19: 2, 20: 2, 27: 1, 26: 1, 25: 1, 23: 1, 18: 1, 21: 1, 8: 1, 17: 1, 16: 1, 15: 1, 12: 1, 28: 1}",0.5884128076475436
cluster_30,"[ 4 17 14 14 14 11 14 28 25  3  3  2 13 20 26 20 13  1  4  1  4 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2  4  4  4  4  4  5 11 11  5  4  2
  4  5  5  4 14  5 24 24 14  4  4  4  4  4 21 12 15  4  9  5  2  2 22 22
 23 10  9  2  8 10 11 11 11 11 11  4  4 10  4  4  4  4  4  4  4  4  4  4
  4  4  4  0  7  7  4  4  1 19 19  4  4  4  4  6  6  4 16  4  4  4  4  4
  1  6 19 19 19  4  4  4 29 19  4  4  4  4  1  4  4  4  4  6  4  4  4 27
  4  4  4  4  1  0  4  4  1  4  6  4  4  6  4  4  4  4  4  4 29 19 19 19
  4  4  4  4  4  4  4  4  4  4  4  4  6  4  4  4  4  4  4  4  4  4]","{4: 94, 2: 15, 11: 13, 19: 9, 6: 7, 1: 7, 14: 6, 5: 6, 10: 3, 0: 2, 24: 2, 22: 2, 20: 2, 29: 2, 13: 2, 9: 2, 7: 2, 3: 2, 12: 1, 16: 1, 17: 1, 18: 1, 8: 1, 21: 1, 23: 1, 25: 1, 26: 1, 27: 1, 28: 1, 15: 1}",0.5903682815492635
cluster_31,"[ 1 17 14 14 14 11 14 28 25  3  3  2 13 20 26 20 13  0  1  0  1 18 11  2
  2  2 11  2  2  2  2  2 11 11  2 11  2  1  1  1  1  1  5 11 11  5  1  2
  1  5  5  1 14  5 24 24 14  1  1  1  1  1 21 12 15  1  9  5  2  2 10 10
 23  4  9  2  8  4 11 11 11 11 11  1  1  4  1  1  1  1  1  1  1  1  1  1
  1  1  1 30  7  7  1  1  0 19 19  1  1  1  1  6  6  1 16  1  1  1  1  1
  0  6 19 19 19  1  1  1 29 19  1  1  1  1  0  1  1  1  1  6  1  1  1 27
  1  1  1  1  0 22  1  1  0  1  6  1  1  6  1  1  1  1  1  1 29 19 19 19
  1  1  1  1  1  1  1  1  1  1  1  1  6  1  1  1  1  1  1  1  1  1]","{1: 94, 2: 15, 11: 13, 19: 9, 6: 7, 0: 7, 5: 6, 14: 6, 4: 3, 7: 2, 29: 2, 9: 2, 10: 2, 13: 2, 3: 2, 20: 2, 24: 2, 23: 1, 28: 1, 27: 1, 26: 1, 25: 1, 15: 1, 22: 1, 21: 1, 18: 1, 17: 1, 16: 1, 12: 1, 8: 1, 30: 1}",0.5867182120169216
cluster_32,"[ 1 17 14 14 14 11 14 28 25  7  7  0 13 20 26 20 13  6  1  6  1 18 11  0
  0  0 11  0  0  0  0  0 11 11  0 11  0  1  1  1  1  1  5 11 11  5  1  0
  1  5  5  1 14  5 24 24 14  1  1  1  1  1 21 12 31  1  9  5  0  0 10 10
 23  4  9  0  8  4 11 11 11 11 11  1  1  4  1  1  1  1  1  1  1  1  1  1
  1  1  1 30 15 15  1  1  3 19 19  1  1  1  1  2  2  1 16  1  1  1  1  1
  6  2 19 19 19  1  1  1 29 19  1  1  1  1  3  1  1  1  1  2  1  1  1 27
  1  1  1  1  6 22  1  1  6  1  2  1  1  2  1  1  1  1  1  1 29 19 19 19
  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  1  1  1  1  1  1  1]","{1: 94, 0: 15, 11: 13, 19: 9, 2: 7, 5: 6, 14: 6, 6: 5, 4: 3, 3: 2, 20: 2, 15: 2, 13: 2, 29: 2, 24: 2, 10: 2, 9: 2, 7: 2, 28: 1, 27: 1, 30: 1, 26: 1, 25: 1, 16: 1, 23: 1, 22: 1, 21: 1, 18: 1, 17: 1, 12: 1, 8: 1, 31: 1}",0.5958335426634013
cluster_33,"[ 0 17 14 14 14 11 14 28 25 15 15  3 13 20 26 20 13  6  0  6  0 18 11  3
  3  3 11  3  3  3  3  3 11 11  3 11  3  0  0  0  0  0  5 11 11  5  0  3
  0  5  5  0 14  5 24 24 14  0  0  0  0  0 21 12 31  0  4  5  9  9 10 10
 23  1  4  9  8  1 11 11 11 11 11  0  0  1  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 32 32  0  0  7 19 19  0  0  0  0  2  2  0 16  0  0  0  0  0
  6  2 19 19 19  0  0  0 29 19  0  0  0  0  7  0  0  0  0  2  0  0  0 27
  0  0  0  0  6 22  0  0  6  0  2  0  0  2  0  0  0  0  0  0 29 19 19 19
  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0]","{0: 94, 11: 13, 3: 12, 19: 9, 2: 7, 14: 6, 5: 6, 6: 5, 9: 3, 1: 3, 29: 2, 24: 2, 20: 2, 15: 2, 32: 2, 13: 2, 10: 2, 4: 2, 7: 2, 18: 1, 8: 1, 21: 1, 22: 1, 23: 1, 12: 1, 25: 1, 26: 1, 27: 1, 28: 1, 17: 1, 30: 1, 31: 1, 16: 1}",0.6005646355828343
cluster_34,"[ 7 17 14 14 14 11 14 28 25 15 15  3 13 20 26 20 13  2  7  2  7 18 11  3
  3  3 11  3  3  3  3  3 11 11  3 11  3  6  6  6  6  6  5 11 11  5  6  3
  6  5  5  6 14  5 24 24 14  6  6  6  7  7 21 12 31  6  4  5  9  9 10 10
 23  1  4  9  8  1 11 11 11 11 11  7  7  1  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16 19 19  7  7  7  7  0  0  7 33  7  7  7  7  7
  2  0 19 19 19  7  7  7 29 19  7  7  7  7 16  7  7  7  7  0  7  7  7 27
  7  7  7  7  2 22  7  7  2  7  0  7  7  0  7  7  7  7  7  7 29 19 19 19
  7  7  7  7  7  7  7  7  7  7  7  7  0  7  7  7  7  7  7  7  7  7]","{7: 81, 6: 13, 11: 13, 3: 12, 19: 9, 0: 7, 5: 6, 14: 6, 2: 5, 9: 3, 1: 3, 15: 2, 29: 2, 20: 2, 16: 2, 24: 2, 13: 2, 10: 2, 32: 2, 4: 2, 26: 1, 30: 1, 28: 1, 27: 1, 31: 1, 17: 1, 25: 1, 23: 1, 22: 1, 21: 1, 18: 1, 12: 1, 8: 1, 33: 1}",0.6263223251869998
cluster_35,"[ 7 17 14 14 14  5 14 28 25 15 15  3 13 20 26 20 13  0  7  0  7 18  5  3
  3  3  5  3  3  3  3  3  5  5  3  5  3  6  6  6  6  6  2  5  5  2  6  3
  6  2  2  6 14  2 24 24 14  6  6  6  7  7 21 12 31  6  4  2  9  9 10 10
 23  1  4  9  8  1  5  5  5  5  5  7  7  1  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16 19 19  7  7  7  7 11 11  7 33  7  7  7  7  7
  0 34 19 19 19  7  7  7 29 19  7  7  7  7 16  7  7  7  7 11  7  7  7 27
  7  7  7  7  0 22  7  7  0  7 11  7  7 11  7  7  7  7  7  7 29 19 19 19
  7  7  7  7  7  7  7  7  7  7  7  7 11  7  7  7  7  7  7  7  7  7]","{7: 81, 5: 13, 6: 13, 3: 12, 19: 9, 2: 6, 11: 6, 14: 6, 0: 5, 9: 3, 1: 3, 16: 2, 24: 2, 29: 2, 20: 2, 13: 2, 15: 2, 32: 2, 10: 2, 4: 2, 26: 1, 31: 1, 30: 1, 33: 1, 28: 1, 27: 1, 17: 1, 25: 1, 23: 1, 22: 1, 21: 1, 18: 1, 12: 1, 8: 1, 34: 1}",0.6179441737297368
cluster_36,"[ 7 35 14 14 14  5 14 28 25 15 15  3 13  9 26  9 13  8  7  8  7 18  5  3
  3  3  5  3  3  3  3  3  5  5  3  5  3  6  6  6  6  6  2  5  5  2  6  3
  6  2  2  6 14  2 24 24 14  6  6  6  7  7 21 12 31  6  1  2  4  4 10 10
 23  0  1  4 17  0  5  5  5  5  5  7  7  0  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16 19 19  7  7  7  7 11 11  7 33  7  7  7  7  7
 20 34 19 19 19  7  7  7 29 19  7  7  7  7 16  7  7  7  7 11  7  7  7 27
  7  7  7  7 20 22  7  7 20  7 11  7  7 11  7  7  7  7  7  7 29 19 19 19
  7  7  7  7  7  7  7  7  7  7  7  7 11  7  7  7  7  7  7  7  7  7]","{7: 81, 5: 13, 6: 13, 3: 12, 19: 9, 2: 6, 11: 6, 14: 6, 0: 3, 4: 3, 20: 3, 16: 2, 29: 2, 24: 2, 32: 2, 1: 2, 13: 2, 15: 2, 10: 2, 9: 2, 8: 2, 33: 1, 27: 1, 34: 1, 31: 1, 30: 1, 28: 1, 18: 1, 26: 1, 25: 1, 23: 1, 22: 1, 21: 1, 17: 1, 12: 1, 35: 1}",0.6232318263550037
cluster_37,"[ 7 35 14 14 14  5 14 28 25 15 15  3 13  4 26  4 13  8  7  8  7 18  5  3
  3  3  5  3  3  3  3  3  5  5  3  5  3  6  6  6  6  6  2  5  5  2  6  3
  6  2  2  6 14  2 24 24 14  6  6  6  7  7 21 12 31  6  0  2  1  1 10 10
 23 19  0  1 36 19  5  5  5  5  5  7  7 17  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16  9  9  7  7  7  7 11 11  7 33  7  7  7  7  7
 20 34  9  9  9  7  7  7 29  9  7  7  7  7 16  7  7  7  7 11  7  7  7 27
  7  7  7  7 20 22  7  7 20  7 11  7  7 11  7  7  7  7  7  7 29  9  9  9
  7  7  7  7  7  7  7  7  7  7  7  7 11  7  7  7  7  7  7  7  7  7]","{7: 81, 5: 13, 6: 13, 3: 12, 9: 9, 2: 6, 11: 6, 14: 6, 20: 3, 1: 3, 0: 2, 16: 2, 24: 2, 32: 2, 19: 2, 13: 2, 15: 2, 10: 2, 8: 2, 4: 2, 29: 2, 34: 1, 28: 1, 35: 1, 33: 1, 31: 1, 30: 1, 18: 1, 27: 1, 26: 1, 25: 1, 23: 1, 22: 1, 21: 1, 17: 1, 12: 1, 36: 1}",0.6192057499531419
cluster_38,"[ 7 35 14 14 14  5 14 28 25 15 15  3 13  1 26  1 13  8  7  8  7 37  5  3
  3  3  5  3  3  3  3  3  5  5  3  5  3  6  6  6  6  6  2  5  5  2  6  3
  6  2  2  6 14  2 24 24 14  6  6  6  7  7 21 12 31  6 18  2  0  0 10 10
 23 19 20  0 36 19  5  5  5  5  5  7  7 17  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16  4  4  7  7  7  7 11 11  7 33  7  7  7  7  7
  9 34  4  4  4  7  7  7 29  4  7  7  7  7 16  7  7  7  7 11  7  7  7 27
  7  7  7  7  9 22  7  7  9  7 11  7  7 11  7  7  7  7  7  7 29  4  4  4
  7  7  7  7  7  7  7  7  7  7  7  7 11  7  7  7  7  7  7  7  7  7]","{7: 81, 5: 13, 6: 13, 3: 12, 4: 9, 2: 6, 11: 6, 14: 6, 0: 3, 9: 3, 16: 2, 32: 2, 29: 2, 24: 2, 1: 2, 19: 2, 15: 2, 13: 2, 8: 2, 10: 2, 28: 1, 36: 1, 35: 1, 34: 1, 33: 1, 31: 1, 30: 1, 27: 1, 17: 1, 26: 1, 25: 1, 12: 1, 23: 1, 22: 1, 21: 1, 20: 1, 18: 1, 37: 1}",0.6155439982804954
cluster_39,"[ 7 35 14 14 14  5 14 28 25 15 15  3 13  0 26  0 13  8  7  8  7 37  5  3
  3  3  5  3  3  3  3  3  5  5  3  5  3  6  6  6  6  6  2  5  5  2  6  3
  6  2  2  6 14  2 24 24 14  6  6  6  7  7 21 12 31  6 38  2  9  9 10 10
 23 19 20 18 36 19  5  5  5  5  5  7  7 17  7  7  7  7  6  7  7  7  7  7
  7  7  7 30 32 32  7  7 16  1  1  7  7  7  7 11 11  7 33  7  7  7  7  7
  4 34  1  1  1  7  7  7 29  1  7  7  7  7 16  7  7  7  7 11  7  7  7 27
  7  7  7  7  4 22  7  7  4  7 11  7  7 11  7  7  7  7  7  7 29  1  1  1
  7  7  7  7  7  7  7  7  7  7  7  7 11  7  7  7  7  7  7  7  7  7]","{7: 81, 5: 13, 6: 13, 3: 12, 1: 9, 2: 6, 11: 6, 14: 6, 4: 3, 0: 2, 15: 2, 32: 2, 29: 2, 24: 2, 16: 2, 19: 2, 13: 2, 8: 2, 10: 2, 9: 2, 28: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 31: 1, 30: 1, 27: 1, 17: 1, 26: 1, 25: 1, 23: 1, 22: 1, 21: 1, 20: 1, 12: 1, 18: 1, 38: 1}",0.612580028168859
cluster_40,"[ 3 35 14 14 14  5 14 28 25 15 15  1 13 39 26 34 13  8  3  8  3 37  5  1
  1  1  5  1  1  1  1  1  5  5  1  5  1  6  6  6  6  6  2  5  5  2  6  1
  6  2  2  6 14  2 24 24 14  6  6  6  3  3 21 12 31  6 38  2  9  9 10 10
 23 19 20 18 36 19  5  5  5  5  5  3  3 17  3  3  3  3  6  3  3  3  3  3
  3  3  3 30 32 32  3  3  7  0  0  3  3  3  3 11 11  3 33  3  3  3  3  3
  4 16  0  0  0  3  3  3 29  0  3  3  3  3  7  3  3  3  3 11  3  3  3 27
  3  3  3  3  4 22  3  3  4  3 11  3  3 11  3  3  3  3  3  3 29  0  0  0
  3  3  3  3  3  3  3  3  3  3  3  3 11  3  3  3  3  3  3  3  3  3]","{3: 81, 6: 13, 5: 13, 1: 12, 0: 9, 11: 6, 14: 6, 2: 6, 4: 3, 7: 2, 15: 2, 24: 2, 32: 2, 19: 2, 8: 2, 29: 2, 13: 2, 10: 2, 9: 2, 37: 1, 28: 1, 35: 1, 38: 1, 34: 1, 33: 1, 31: 1, 30: 1, 36: 1, 20: 1, 27: 1, 26: 1, 25: 1, 23: 1, 22: 1, 21: 1, 18: 1, 17: 1, 16: 1, 12: 1, 39: 1}",0.6087377739048034
cluster_41,"[ 3 35  6  6  6  5  6 28 25 15 15  1 13 39 26 34 13  8  3  8  3 37  5  1
  1  1  5  1  1  1  1  1  5  5  1  5  1  2  2  2  2  2  0  5  5  0  2  1
  2  0  0  2  6  0 24 24  6  2  2  2  3  3 21 12 31  2 38  0  9  9 10 10
 23 19 20 18 36 19  5  5  5  5  5  3  3 17  3  3  3  3  2  3  3  3  3  3
  3  3  3 30 32 32  3  3  7 40 29  3  3  3  3 11 11  3 33  3  3  3  3  3
  4 16 29 40 29  3  3  3 14 29  3  3  3  3  7  3  3  3  3 11  3  3  3 27
  3  3  3  3  4 22  3  3  4  3 11  3  3 11  3  3  3  3  3  3 14 40 29 40
  3  3  3  3  3  3  3  3  3  3  3  3 11  3  3  3  3  3  3  3  3  3]","{3: 81, 2: 13, 5: 13, 1: 12, 0: 6, 11: 6, 6: 6, 29: 5, 40: 4, 4: 3, 9: 2, 32: 2, 10: 2, 24: 2, 7: 2, 19: 2, 15: 2, 14: 2, 13: 2, 8: 2, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 39: 1, 31: 1, 30: 1, 25: 1, 28: 1, 27: 1, 26: 1, 23: 1, 22: 1, 21: 1, 18: 1, 17: 1, 16: 1, 12: 1, 20: 1}",0.5996542840064585
cluster_42,"[ 3 35  6  6  6  5  6 28 25 15 15  1 13 39 26 34 13  8  3  8  3 37  5  1
  1  1  5  1  1  1  1  1  5  5  1  5  1  0  0  0  0  0  9  5  5  9  0  1
  0  9  9  0  6  2 24 24  6  0  0  0  3  3 21 12 31  0 38  2 20 20 10 10
 23 19 41 18 36 19  5  5  5  5  5  3  3 17  3  3  3  3  0  3  3  3  3  3
  3  3  3 30 32 32  3  3  7 40 29  3  3  3  3 11 11  3 33  3  3  3  3  3
  4 16 29 40 29  3  3  3 14 29  3  3  3  3  7  3  3  3  3 11  3  3  3 27
  3  3  3  3  4 22  3  3  4  3 11  3  3 11  3  3  3  3  3  3 14 40 29 40
  3  3  3  3  3  3  3  3  3  3  3  3 11  3  3  3  3  3  3  3  3  3]","{3: 81, 0: 13, 5: 13, 1: 12, 6: 6, 11: 6, 29: 5, 9: 4, 40: 4, 4: 3, 7: 2, 8: 2, 32: 2, 24: 2, 2: 2, 20: 2, 19: 2, 15: 2, 14: 2, 13: 2, 10: 2, 38: 1, 39: 1, 30: 1, 36: 1, 35: 1, 34: 1, 33: 1, 31: 1, 37: 1, 21: 1, 28: 1, 27: 1, 26: 1, 25: 1, 23: 1, 22: 1, 18: 1, 17: 1, 16: 1, 12: 1, 41: 1}",0.5943361620064447
cluster_43,"[ 1 35  6  6  6  5  6 28 25 15 15  0 13 39 26 34 13  8  1  8  1 37  5  0
  0  0  5  0  0  0  0  0  5  5  0  5  0  3  3  3  3  3  9  5  5  9  3  0
  3  9  9  3  6  2 24 24  6  3  3  3  1  1 21 12 31  3 38  2 20 20 10 10
 23 19 41 18 36 19  5  5  5  5  5  1  1 17  1  1  1  1 42  1  1  1  1  1
  1  1  1 30 32 32  1  1  7 40 29  1  1  1  1 11 11  1 33  1  1  1  1  1
  4 16 29 40 29  1  1  1 14 29  1  1  1  1  7  1  1  1  1 11  1  1  1 27
  1  1  1  1  4 22  1  1  4  1 11  1  1 11  1  1  1  1  1  1 14 40 29 40
  1  1  1  1  1  1  1  1  1  1  1  1 11  1  1  1  1  1  1  1  1  1]","{1: 81, 5: 13, 0: 12, 3: 12, 6: 6, 11: 6, 29: 5, 9: 4, 40: 4, 4: 3, 7: 2, 8: 2, 32: 2, 24: 2, 2: 2, 20: 2, 19: 2, 15: 2, 14: 2, 13: 2, 10: 2, 39: 1, 31: 1, 37: 1, 36: 1, 41: 1, 35: 1, 34: 1, 33: 1, 38: 1, 21: 1, 30: 1, 28: 1, 27: 1, 26: 1, 25: 1, 23: 1, 22: 1, 18: 1, 17: 1, 16: 1, 12: 1, 42: 1}",0.5857681205955685
