,labels,samples_per_cluster,silhouette_score
cluster_44,"[ 1 35  6  6  6  2  6 28 25 15 15 10 13 39 26 34 13  8  1  8  1 37  2  5
  5  5  2 10 10  5  5 10  2  2  5  2  5  3  3  3  3  3  9  2  2  9  3  5
  3  9  9  3  6  0 24 24  6  3  3  3  1  1 43 12 31  3 38  0 20 20 21 21
 23 19 41 18 36 19  2  2  2  2  2  1  1 17  1  1  1  1 42  1  1  1  1  1
  1  1  1 30 32 32  1  1  7 40 29  1  1  1  1 11 11  1 33  1  1  1  1  1
  4 16 29 40 29  1  1  1 14 29  1  1  1  1  7  1  1  1  1 11  1  1  1 27
  1  1  1  1  4 22  1  1  4  1 11  1  1 11  1  1  1  1  1  1 14 40 29 40
  1  1  1  1  1  1  1  1  1  1  1  1 11  1  1  1  1  1  1  1  1  1]","{1: 81, 2: 13, 3: 12, 5: 8, 6: 6, 11: 6, 29: 5, 40: 4, 9: 4, 10: 4, 4: 3, 0: 2, 24: 2, 21: 2, 20: 2, 19: 2, 15: 2, 32: 2, 14: 2, 13: 2, 8: 2, 7: 2, 41: 1, 39: 1, 42: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 22: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 12: 1, 43: 1}",0.6017243339759885
cluster_45,"[ 0 35  6  6  6  2  6 28 25  7  7 10 13 39 26 34 13  8  0  8  0 37  2  5
  5  5  2 10 10  5  5 10  2  2  5  2  5  1  1  1  1  1  9  2  2  9  1  5
  1  9  9  1  6 44 24 24  6  1  1  1  0  0 43 12 31  1 38 32 20 20 21 21
 23 19 41 18 36 19  2  2  2  2  2  0  0 17  0  0  0  0 42  0  0  0  0  0
  0  0  0 30 15 15  0  0  3 40 29  0  0  0  0 11 11  0 33  0  0  0  0  0
  4 16 29 40 29  0  0  0 14 29  0  0  0  0  3  0  0  0  0 11  0  0  0 27
  0  0  0  0  4 22  0  0  4  0 11  0  0 11  0  0  0  0  0  0 14 40 29 40
  0  0  0  0  0  0  0  0  0  0  0  0 11  0  0  0  0  0  0  0  0  0]","{0: 81, 2: 13, 1: 12, 5: 8, 6: 6, 11: 6, 29: 5, 9: 4, 10: 4, 40: 4, 4: 3, 15: 2, 21: 2, 20: 2, 19: 2, 24: 2, 14: 2, 13: 2, 8: 2, 7: 2, 3: 2, 35: 1, 37: 1, 36: 1, 34: 1, 42: 1, 38: 1, 39: 1, 41: 1, 32: 1, 43: 1, 33: 1, 22: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 12: 1, 44: 1}",0.5985440338706205
cluster_46,"[ 2 35  6  6  6  0  6 28 25  7  7 10 13 39 26 34 13  8  2  8  2 37  0  5
  5  5  0 10 10  5  5 10  0  0  5  0  5  1  1  1  1  1  9  0  0  9  1  5
  1  9  9  1  6 44 24 24  6  1  1  1  2  2 43 12 31  1 38 32 20 20 21 21
 23 19 41 18 36 19  0  0  0  0  0 22 22 17  2  2  2  2 42  2  2  2  2  2
  2  2  2 30 15 15  2  2  3 40 29  2  2  2  2 11 11  2 33  2  2  2  2  2
  4 16 29 40 29  2  2 22 14 29  2  2  2  2  3  2  2  2  2 11  2  2  2 27
  2  2  2  2  4 45  2  2  4  2 11  2  2 11  2  2  2  2  2  2 14 40 29 40
  2  2  2  2  2  2  2  2  2  2  2 22 11  2  2  2  2  2  2  2  2  2]","{2: 77, 0: 13, 1: 12, 5: 8, 6: 6, 11: 6, 29: 5, 10: 4, 22: 4, 40: 4, 9: 4, 4: 3, 8: 2, 14: 2, 15: 2, 7: 2, 19: 2, 20: 2, 21: 2, 3: 2, 24: 2, 13: 2, 35: 1, 38: 1, 36: 1, 37: 1, 43: 1, 39: 1, 41: 1, 42: 1, 33: 1, 44: 1, 34: 1, 23: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 25: 1, 18: 1, 17: 1, 16: 1, 12: 1, 45: 1}",0.57905545647885
cluster_47,"[ 0 35  2  2  2 46  2 28 25  7  7 10 13 39 26 34 13  8  0  8  0 37 14  5
  5  5 46 10 10  5  5 10 14 46  5 46  5  1  1  1  1  1  9 14 14  9  1  5
  1  9  9  1  2 44 24 24  2  1  1  1  0  0 43 12 31  1 38 32 20 20 21 21
 23 19 41 18 36 19 46 46 46 46 46 22 22 17  0  0  0  0 42  0  0  0  0  0
  0  0  0 30 15 15  0  0  3 40 29  0  0  0  0 11 11  0 33  0  0  0  0  0
  4 16 29 40 29  0  0 22  6 29  0  0  0  0  3  0  0  0  0 11  0  0  0 27
  0  0  0  0  4 45  0  0  4  0 11  0  0 11  0  0  0  0  0  0  6 40 29 40
  0  0  0  0  0  0  0  0  0  0  0 22 11  0  0  0  0  0  0  0  0  0]","{0: 77, 1: 12, 46: 9, 5: 8, 2: 6, 11: 6, 29: 5, 9: 4, 10: 4, 22: 4, 14: 4, 40: 4, 4: 3, 3: 2, 24: 2, 21: 2, 20: 2, 19: 2, 15: 2, 13: 2, 8: 2, 7: 2, 6: 2, 38: 1, 37: 1, 36: 1, 39: 1, 42: 1, 41: 1, 34: 1, 43: 1, 44: 1, 45: 1, 35: 1, 25: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 18: 1, 17: 1, 16: 1, 12: 1, 23: 1}",0.5635265283196926
cluster_48,"[24 35  0  0  0 46  0 28 25  7  7 10 13 39 26 34 13  8 24  8 24 37 14  2
  2  2 46 10 10  2  2 10 14 46  2 46  2  1  1  1  1  1  9 14 14  9  1  2
  1  9  9  1  0 44 11 11  0  1  1  1 23 23 43 12 31  1 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 24 24 24 24 42 23 23 23 23 23
 23 23 23 30 15 15 23 23  3 40 29 23 23 23 23  5  5 23 33 23 23 23 23 23
  4 16 29 40 29 23 23 22  6 29 23 24 23 23  3 23 23 23 23  5 24 24 23 27
 23 23 23 23  4 45 23 23  4 23  5 23 23  5 23 23 23 23 23 23  6 40 29 40
 23 23 23 23 23 23 23 24 23 23 23 22  5 24 24 24 23 23 24 23 23 23]","{23: 62, 24: 15, 1: 12, 46: 9, 2: 8, 0: 6, 5: 6, 29: 5, 9: 4, 10: 4, 40: 4, 14: 4, 22: 4, 4: 3, 6: 2, 19: 2, 7: 2, 21: 2, 20: 2, 15: 2, 13: 2, 3: 2, 11: 2, 8: 2, 43: 1, 35: 1, 44: 1, 45: 1, 42: 1, 41: 1, 39: 1, 38: 1, 37: 1, 36: 1, 27: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 26: 1, 25: 1, 18: 1, 17: 1, 16: 1, 12: 1, 47: 1}",0.5178084690152394
cluster_49,"[24 35 11 48 11 46 11 28 25  7  7 10 13 39 26 34 13  8 24  8 24 37 14  0
  0  0 46 10 10  0  0 10 14 46  0 46  0  1  1  1  1  1  9 14 14  9  1  0
  1  9  9  1 11 44  5  5 11  1  1  1 23 23 43 12 31  1 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 24 24 24 24 42 23 23 23 23 23
 23 23 23 30 15 15 23 23  3 40 29 23 23 23 23  2  2 23 33 23 23 23 23 23
  4 16 29 40 29 23 23 22  6 29 23 24 23 23  3 23 23 23 23  2 24 24 23 27
 23 23 23 23  4 45 23 23  4 23  2 23 23  2 23 23 23 23 23 23  6 40 29 40
 23 23 23 23 23 23 23 24 23 23 23 22  2 24 24 24 23 23 24 23 23 23]","{23: 62, 24: 15, 1: 12, 46: 9, 0: 8, 2: 6, 29: 5, 11: 5, 40: 4, 9: 4, 10: 4, 14: 4, 22: 4, 4: 3, 5: 2, 19: 2, 6: 2, 3: 2, 21: 2, 20: 2, 15: 2, 13: 2, 8: 2, 7: 2, 35: 1, 44: 1, 45: 1, 43: 1, 42: 1, 47: 1, 41: 1, 39: 1, 38: 1, 37: 1, 36: 1, 27: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 26: 1, 25: 1, 18: 1, 17: 1, 16: 1, 12: 1, 48: 1}",0.5122180634744781
cluster_50,"[24 35 11 48 11 46 11 28 25  7  7 10 13 39 26 34 13  8 24  8 24 37  6 29
 29 29 46 10 10 49 49 10  6 46 29 46 29  1  1  1  1  1  9  6  6  9  1 29
  1  9  9  1 11 44  5  5 11  1  1  1 23 23 43 12 31  1 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 24 24 24 24 42 23 23 23 23 23
 23 23 23 30 15 15 23 23  3 40 14 23 23 23 23  0  0 23 33 23 23 23 23 23
  4 16 14 40 14 23 23 22  2 14 23 24 23 23  3 23 23 23 23  0 24 24 23 27
 23 23 23 23  4 45 23 23  4 23  0 23 23  0 23 23 23 23 23 23  2 40 14 40
 23 23 23 23 23 23 23 24 23 23 23 22  0 24 24 24 23 23 24 23 23 23]","{23: 62, 24: 15, 1: 12, 46: 9, 29: 6, 0: 6, 11: 5, 14: 5, 6: 4, 9: 4, 10: 4, 40: 4, 22: 4, 4: 3, 19: 2, 21: 2, 20: 2, 49: 2, 15: 2, 13: 2, 3: 2, 8: 2, 7: 2, 2: 2, 5: 2, 18: 1, 43: 1, 39: 1, 41: 1, 42: 1, 45: 1, 44: 1, 37: 1, 47: 1, 48: 1, 38: 1, 34: 1, 36: 1, 35: 1, 17: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 12: 1, 16: 1, 25: 1}",0.5183802867792361
cluster_51,"[24 35 11 48 11 46 11 28 25  7  7 10 13 39 26 34 13  3 24  3 24 37  6 29
 29 29 46 10 10 49 49 10  6 46 29 46 29  0  0  0  0  0  9  6  6  9  0 29
  0  9  9  0 11 44  5  5 11  0  0  0 23 23 43 12 31  0 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 24 24 24 24 42 23 23 23 23 23
 23 23 23 30 15 15 23 23  1 40 14 23 23 23 23  8  8 23 33 23 23 23 23 23
  4 16 14 40 14 23 23 22  2 14 23 24 23 23  1 23 23 23 23  8 24 24 23 27
 23 23 23 23  4 45 23 23  4 23  8 23 23 50 23 23 23 23 23 23  2 40 14 40
 23 23 23 23 23 23 23 24 23 23 23 22  8 24 24 24 23 23 24 23 23 23]","{23: 62, 24: 15, 0: 12, 46: 9, 29: 6, 8: 5, 11: 5, 14: 5, 6: 4, 40: 4, 9: 4, 10: 4, 22: 4, 4: 3, 5: 2, 1: 2, 2: 2, 3: 2, 21: 2, 20: 2, 19: 2, 15: 2, 13: 2, 49: 2, 7: 2, 36: 1, 47: 1, 48: 1, 45: 1, 44: 1, 43: 1, 42: 1, 41: 1, 39: 1, 38: 1, 37: 1, 25: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 18: 1, 17: 1, 16: 1, 12: 1, 50: 1}",0.5151750324000754
cluster_52,"[11 35  5 48  5 46  5 28 51  7  7 10 13 39 26 34 13  3 11  3 11 37  6 29
 29 29 46 10 10 49 49 10  6 46 29 46 29 24 24 24 24 24  9  6  6  9 24 29
 24  9  9 24  5 44  2  2  5 12 12 12 23 23 43 25 31 12 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 11 11 11 11 42 23 23 23 23 23
 23 23 23 30 15 15 23 23  1 40 14 23 23 23 23  8  8 23 33 23 23 23 23 23
  4 16 14 40 14 23 23 22  0 14 23 11 23 23  1 23 23 23 23  8 11 11 23 27
 23 23 23 23  4 45 23 23  4 23  8 23 23 50 23 23 23 23 23 23  0 40 14 40
 23 23 23 23 23 23 23 11 23 23 23 22  8 11 11 11 23 23 11 23 23 23]","{23: 62, 11: 15, 46: 9, 24: 8, 29: 6, 14: 5, 5: 5, 8: 5, 22: 4, 12: 4, 9: 4, 10: 4, 6: 4, 40: 4, 4: 3, 19: 2, 1: 2, 21: 2, 20: 2, 0: 2, 49: 2, 13: 2, 7: 2, 3: 2, 2: 2, 15: 2, 39: 1, 43: 1, 41: 1, 42: 1, 48: 1, 44: 1, 45: 1, 47: 1, 37: 1, 50: 1, 38: 1, 26: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 25: 1, 18: 1, 17: 1, 16: 1, 51: 1}",0.5224674456763679
cluster_53,"[ 5 35  2 48  2 46  2 28 51  7  7 10 13 39 26 34 13  3  5  3  5 37  6 29
 29 29 46 10 10 49 49 10  6 46 29 46 29 24 24 24 24 24  9  6  6  9 24 29
 24  9  9 24  2 44  0  0  2 12 12 12 11 11 43 52 31 12 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17  5  5  5  5 42 11 11 11 11 11
 11 11 11 30 15 15 11 11  1 40 14 11 11 11 11  8  8 11 33 11 11 11 11 11
  4 16 14 40 14 11 11 22 25 14 11  5 11 11  1 11 11 11 11  8  5  5 11 27
 11 11 11 11  4 45 11 11  4 11  8 11 11 50 11 11 11 11 11 11 23 40 14 40
 11 11 11 11 11 11 11  5 11 11 11 22  8  5  5  5 11 11  5 11 11 11]","{11: 62, 5: 15, 46: 9, 24: 8, 29: 6, 2: 5, 8: 5, 14: 5, 9: 4, 40: 4, 6: 4, 22: 4, 10: 4, 12: 4, 4: 3, 0: 2, 1: 2, 20: 2, 21: 2, 49: 2, 19: 2, 3: 2, 15: 2, 13: 2, 7: 2, 44: 1, 39: 1, 41: 1, 42: 1, 43: 1, 45: 1, 37: 1, 47: 1, 51: 1, 48: 1, 50: 1, 38: 1, 26: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 52: 1}",0.5161026967886947
cluster_54,"[ 2 35  0 48  0 46  0 28 51  7  7 10 13 39 53 34 13  3  2  3  2 37  6 29
 29 29 46 10 10 24 24 10  6 46 29 46 29 11 11 11 11 11  9  6  6  9 11 29
 11  9  9 11  0 44 26 49  0 12 12 12  5  5 43 52 31 12 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17  2  2  2  2 42  5  5  5  5  5
  5  5  5 30 15 15  5  5  1 40 14  5  5  5  5  8  8  5 33  5  5  5  5  5
  4 16 14 40 14  5  5 22 25 14  5  2  5  5  1  5  5  5  5  8  2  2  5 27
  5  5  5  5  4 45  5  5  4  5  8  5  5 50  5  5  5  5  5  5 23 40 14 40
  5  5  5  5  5  5  5  2  5  5  5 22  8  2  2  2  5  5  2  5  5  5]","{5: 62, 2: 15, 46: 9, 11: 8, 29: 6, 8: 5, 0: 5, 14: 5, 9: 4, 10: 4, 12: 4, 22: 4, 40: 4, 6: 4, 4: 3, 20: 2, 1: 2, 24: 2, 21: 2, 7: 2, 19: 2, 15: 2, 3: 2, 13: 2, 41: 1, 43: 1, 44: 1, 45: 1, 42: 1, 50: 1, 47: 1, 48: 1, 49: 1, 38: 1, 51: 1, 52: 1, 39: 1, 27: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 26: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 53: 1}",0.5103609308645185
cluster_55,"[ 0 35 26 48 26 46 26 28 51  7  7 10 13 39 53 34 13  3  0  3  0 37  2 14
 14 14 46 10 10 24 24 10  2 46 14 46 14 11 11 11 11 11  9  2  2  9 11 14
 11  9  9 11 29 44 54 49 29 12 12 12  5  5 43 52 31 12 38 32 20 20 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17  0  0  0  0 42  5  5  5  5  5
  5  5  5 30 15 15  5  5  1 40  6  5  5  5  5  8  8  5 33  5  5  5  5  5
  4 16  6 40  6  5  5 22 25  6  5  0  5  5  1  5  5  5  5  8  0  0  5 27
  5  5  5  5  4 45  5  5  4  5  8  5  5 50  5  5  5  5  5  5 23 40  6 40
  5  5  5  5  5  5  5  0  5  5  5 22  8  0  0  0  5  5  0  5  5  5]","{5: 62, 0: 15, 46: 9, 11: 8, 14: 6, 6: 5, 8: 5, 10: 4, 22: 4, 12: 4, 40: 4, 9: 4, 2: 4, 4: 3, 26: 3, 21: 2, 29: 2, 1: 2, 7: 2, 3: 2, 24: 2, 20: 2, 13: 2, 15: 2, 19: 2, 51: 1, 49: 1, 52: 1, 53: 1, 48: 1, 39: 1, 47: 1, 50: 1, 45: 1, 44: 1, 43: 1, 42: 1, 41: 1, 27: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 54: 1}",0.5192019472019819
cluster_56,"[20 35 26 48 26 46 26 28 51  7  7 10 13 39 53 34 13  3 27  3 27 37  2 14
 14 14 46 10 10 24 24 10  2 46 14 46 14 11 11 11 11 11  4  2  2  4 11 14
 11  4  4 11 29 44 54 49 29 12 12 12  5  5 43 52 31 12 38 32  9  9 21 21
 47 19 41 18 36 19 46 46 46 46 46 22 22 17 20 20 20 20 42  5  5  5  5  5
  5  5  5 30 15 15  5  5  0 40  6  5  5  5  5  8  8  5 33  5  5  5  5  5
  1 16  6 40  6  5  5 22 25  6  5 27  5  5  0  5  5  5  5  8 27 20  5 55
  5  5  5  5  1 45  5  5  1  5  8  5  5 50  5  5  5  5  5  5 23 40  6 40
  5  5  5  5  5  5  5 27  5  5  5 22  8 20 20 20  5  5 27  5  5  5]","{5: 62, 46: 9, 20: 9, 11: 8, 14: 6, 27: 6, 6: 5, 8: 5, 10: 4, 22: 4, 12: 4, 40: 4, 4: 4, 2: 4, 1: 3, 26: 3, 29: 2, 24: 2, 21: 2, 0: 2, 19: 2, 15: 2, 13: 2, 9: 2, 7: 2, 3: 2, 52: 1, 47: 1, 42: 1, 43: 1, 44: 1, 45: 1, 49: 1, 48: 1, 53: 1, 50: 1, 54: 1, 51: 1, 41: 1, 28: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 55: 1}",0.5161594747899362
cluster_57,"[20 35 26 48 26 22 26 28 51  7  7  4 13 39 53 34 13  3 27  3 27 37  2 14
 14 14 22  4  4 24 24  4  2 22 14 22 14 11 11 11 11 11  1  2  2  1 11 14
 11  1  1 11 29 44 54 49 29 12 12 12  5  5 43 52 31 12 38 32  9  9 21 21
 47 19 41 18 36 19 22 22 22 22 22 10 10 17 20 20 20 20 42  5  5  5  5  5
  5  5  5 30 15 15  5  5 56 40  6  5  5  5  5  8  8  5 33  5  5  5  5  5
  0 16  6 40  6  5  5 10 25  6  5 27  5  5 46  5  5  5  5  8 27 20  5 55
  5  5  5  5  0 45  5  5  0  5  8  5  5 50  5  5  5  5  5  5 23 40  6 40
  5  5  5  5  5  5  5 27  5  5  5 10  8 20 20 20  5  5 27  5  5  5]","{5: 62, 20: 9, 22: 9, 11: 8, 27: 6, 14: 6, 6: 5, 8: 5, 40: 4, 2: 4, 1: 4, 4: 4, 10: 4, 12: 4, 26: 3, 0: 3, 3: 2, 19: 2, 15: 2, 21: 2, 13: 2, 24: 2, 9: 2, 7: 2, 29: 2, 48: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 55: 1, 49: 1, 50: 1, 54: 1, 51: 1, 52: 1, 53: 1, 41: 1, 28: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 25: 1, 23: 1, 18: 1, 17: 1, 16: 1, 56: 1}",0.5077372869436986
cluster_58,"[ 9 35 26 48 26 22 26 57 51  7  7  1 13 39 53 34 13  3 27  3 27 37  2 14
 14 14 22  1  1 24 24  1  2 22 14 22 14 11 11 11 11 11  0  2  2  0 11 14
 11  0  0 11 29 44 54 49 29 12 12 12  5  5 43 52 31 12 38 32  4  4 21 21
 47 19 41 18 36 19 22 22 22 22 22 10 10 17  9  9  9  9 42  5  5  5  5  5
  5  5  5 30 15 15  5  5 56 40  6  5  5  5  5  8  8  5 33  5  5  5  5  5
 20 16  6 40  6  5  5 10 25  6  5 27  5  5 46  5  5  5  5  8 27  9  5 55
  5  5  5  5 28 45  5  5 20  5  8  5  5 50  5  5  5  5  5  5 23 40  6 40
  5  5  5  5  5  5  5 27  5  5  5 10  8  9  9  9  5  5 27  5  5  5]","{5: 62, 9: 9, 22: 9, 11: 8, 14: 6, 27: 6, 6: 5, 8: 5, 10: 4, 12: 4, 0: 4, 1: 4, 40: 4, 2: 4, 26: 3, 19: 2, 24: 2, 21: 2, 20: 2, 29: 2, 3: 2, 15: 2, 13: 2, 7: 2, 4: 2, 49: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 18: 1, 50: 1, 51: 1, 42: 1, 53: 1, 54: 1, 55: 1, 56: 1, 52: 1, 39: 1, 41: 1, 17: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 25: 1, 23: 1, 16: 1, 57: 1}",0.5002074522732297
cluster_59,"[ 4 35 26 48 26 22 26 57 51  7  7  0 13 39 53 34 13  3 27  3 27 37  2 14
 14 14 22  0  0 24 24  0  2 22 14 22 14 11 11 11 11 11 40  2  2 40 11 14
 11 28 28 11 29 44 54 49 29 12 12 12  5  5 43 52 31 12 38 32  1  1 21 21
 47  9 41 18 36  9 22 22 22 22 22 10 10 17  4  4  4  4 42  5  5  5  5  5
  5  5  5 30 15 15  5  5 56 19  6  5  5  5  5  8  8  5 33  5  5  5  5  5
 20 16  6 19  6  5  5 10 25  6  5 27  5  5 46  5  5  5  5  8 27  4  5 55
  5  5  5  5 58 45  5  5 20  5  8  5  5 50  5  5  5  5  5  5 23 19  6 19
  5  5  5  5  5  5  5 27  5  5  5 10  8  4  4  4  5  5 27  5  5  5]","{5: 62, 22: 9, 4: 9, 11: 8, 14: 6, 27: 6, 6: 5, 8: 5, 0: 4, 12: 4, 10: 4, 2: 4, 19: 4, 26: 3, 20: 2, 28: 2, 1: 2, 40: 2, 24: 2, 21: 2, 29: 2, 3: 2, 15: 2, 13: 2, 9: 2, 7: 2, 50: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 53: 1, 51: 1, 52: 1, 42: 1, 54: 1, 55: 1, 56: 1, 57: 1, 43: 1, 18: 1, 41: 1, 17: 1, 39: 1, 38: 1, 37: 1, 36: 1, 35: 1, 34: 1, 33: 1, 32: 1, 31: 1, 30: 1, 25: 1, 16: 1, 23: 1, 58: 1}",0.5061334668286134
